,word,reading,meaning
13601,鰻,うな,"1. eel (esp. the Japanese eel, Anguilla japonica)$"
13602,鰻,うなぎ,1. Unagi$
13603,谷山,たにやま,1. Taniyama$
13604,賢治,けんじ,1. Kenji$
13605,立派,りっぱ,1. splendid; fine; handsome; elegant; imposing; prominent$2. praiseworthy; creditable; worthy$3. legal; legitimate; lawful$4. undeniable (e.g. crime); indisputable; solid$
13606,育児,いくじ,1. childcare; child-rearing; nursing; upbringing$
13607,島民,とうみん,1. islander$
13608,ソプラノ,ソプラノ,1. soprano$2. Soprano$
13609,ダクト,ダクト,1. duct$2. Duct (HVAC)$
13610,立ち会う,たちあう,1. to be present (esp. during a birth); to be witness to$
13611,ジョーク,ジョク,1. joke$2. Joke$
13612,臥,臥児狼徳グリーンランド,1. Greenland$2. Greenland$3. Greenland$
13613,破門,はもん,1. excommunication; anathema$2. Excommunication$
13614,ソヴィエト,ソエト,1. Soviet (Union)$
13615,後身,こうしん,1. successor (e.g. organization)$2. new existence after rebirth$
13616,中流,ちゅうりゅう,1. mid-stream; middle course; middle class$
13617,中流,ちゅうる,1. banishment (to a somewhat distant province); middle-degree punishment of the three banishment punishments under the ritsuryo system$
13618,動植物,どうしょくぶつ,1. plants and animals; flora and fauna$
13619,土星,どせい,1. Saturn (planet)$2. Saturn$
13620,娘婿,むすめむこ,1. son-in-law$
13621,同化,どうか,1. assimilation; absorption$2. adaptation$3. assimilation; anabolism$4. assimilation (phonology)$5. Assimilation$
13622,乱用,らんよう,1. abuse; misuse; misappropriation; using to excess$2. Abuse of process$
13623,佐々,ささ,1. Sasa$
13624,兜,かぶと,1. helmet (of a warrior); headpiece$2. Kabuto$
13625,兜,かぶと,1. Kabuto$
13626,長谷,ながたに,1. Nagatani$
13627,首謀,しゅぼう,"1. plotting; planning (crime, intrigue)$2. ringleader; mastermind; leader (of a plot)$"
13628,材木,ざいもく,1. lumber; timber$
13629,材木,ざいもく,1. Zaimoku$
13630,ドロップ,ドロプ,1. drop$2. Lemon drop$
13631,チェロキー,チロキ,1. Cherokee$2. Cherokee$
13632,ドッキング,ドキング,1. docking$2. Docking$
13633,範疇,はんちゅう,1. category$
13634,アンカー,アンカ,1. anchor (of a ship)$2. last runner or swimmer in a relay team$3. news anchor; news presenter$4. anchor (clock component); pallet fork$5. anchor (HTML)$6. link to previous post (e.g. in web forums)$
13635,新鮮,しんせん,1. fresh$
13636,朝刊,ちょうかん,1. morning newspaper$
13637,欲,よく,1. greed; craving; desire; avarice; wants$2. Want$
13638,モザンビーク,モザンビク,1. Mozambique$2. Mozambique$3. Mozambique$
13639,兼用,けんよう,1. multi-use; combined use; combination; serving two purposes$
13640,爆薬,ばくやく,1. explosive; blasting powder$
13641,生還,せいかん,1. returning alive; surviving$2. reaching the home plate$
13642,親指,おやゆび,1. thumb$2. Thumb$
13643,イレブン,イレブン,1. eleven$2. team (of eleven players; esp. in soccer)$3. Eleven$
13644,装う,よそおう,1. to dress (oneself in); to attire oneself in; to adorn; to decorate$2. to pretend; to feign; to affect; to disguise oneself as$
13645,装う,よそう,1. to serve; to dish up; to dish out$2. to dress (oneself in); to attire oneself in; to adorn; to decorate$
13646,転職,てんしょく,1. change of occupation; career change$
13647,鯖,さば,"1. mackerel (esp. the chub mackerel, Scomber japonicus)$2. server (in an online game)$3. Atlantic mackerel$"
13648,鯖,さば,1. Saba$
13649,無期,むき,1. indefinite$
13650,白紙,はくし,"1. white paper; flyleaf$2. blank paper$3. clean slate; lack of prior opinion, positions, etc.$4. scratch; beginning$"
13651,白黒,しろくろ,1. black and white; monochrome$2. good and evil; right and wrong; guilt and innocence$
13652,着色,ちゃくしょく,1. colouring; coloring; colorant$
13653,忽ち,たちまち,1. in an instant; in a moment; immediately; right away; at once$2. suddenly; all of a sudden; all at once$
13654,松崎,まつざき,1. Matsuzaki$
13655,ハングル,ハングル,1. hangul (Korean script)$2. Hangul$
13656,フレームワーク,フレムワク,1. framework$2. Framework$
13657,飽きる,あきる,1. to get tired of; to lose interest in; to be fed up with; to have enough$
13658,グリップ,グリプ,1. grip$
13659,邪魔,じゃま,1. hindrance; obstacle; nuisance$2. to visit (somebody's home)$3. demon who hinders Buddhist training; demon who obstructs sentient beings from maintaining moral behaviour$
13660,邪魔,じゃま,1. Jama$
13661,電停,でんてい,1. tram stop$
13662,日田,ひた,1. Hita$
13663,ランニング,ランニング,1. running$2. tank top$
13664,失策,しっさく,1. blunder; slip; error$2. error$3. Error (baseball)$
13665,川辺,かわべ,1. riverside; edge of a river$
13666,川辺,かわべ,1. Kawabe$
13667,尾上,おがみ,1. Ogami$
13668,極楽,ごくらく,1. Sukhavati (Amitabha's Pure Land)$2. paradise$3. Sukhavati$
13669,極楽,ごくらく,1. Gokuraku$
13670,単勝,たんしょう,1. winning at the races$
13671,グランドスラム,グランドスラム,1. grand slam$2. Grand Slam$
13672,フォア,フア,1. four$2. fore$3. forehand$4. Foix (France); Foa$
13673,バドミントン,バドミントン,1. badminton$2. Badminton$3. Badminton$
13674,贈呈,ぞうてい,"1. presentation (e.g. of a gift, etc.)$"
13675,糾弾,きゅうだん,1. censure; denunciation; (verbal) attack; blaming$
13676,軽快,けいかい,1. light (of movements); nimble; sprightly; springy$2. light-hearted; cheerful; buoyant; jaunty; casual (e.g. clothing); rhythmical (e.g. melody)$3. taking a turn for the better (of an illness); receding of symptoms; recovery; convalescence$
13677,錯体,さくたい,1. complex$2. Coordination complex$
13678,父方,ちちかた,"1. father's side of family$2. paternal (grandfather, uncle, etc.)$"
13679,新春,しんしゅん,1. New Year (Spring)$
13680,ずる,ずる,1. to slide; to slip off; to get dislocated$2. to drag; to pull$
13681,オレンジ色,レンジいろ,"1. orange (colour, color)$2. Orange (colour)$"
13682,計器,けいき,1. meter; gauge$
13683,義兄,ぎけい,1. brother-in-law (spouse's older brother or older sister's husband)$2. older stepbrother$
13684,須磨,すま,1. Suma$
13685,初年,しょねん,1. first year; early years (of a reign or era)$
13686,上皮,うわかわ,1. outer layer (e.g. of skin); cuticle; epidermis; bark; rind; crust; film (on the surface of a liquid); scum$2. epithelium$
13687,念仏,ねんぶつ,1. nenbutsu; nianfo; prayer to Amitabha Buddha$2. visualizing a Buddha (in one's mind)$3. Nianfo$
13688,念仏,ねんぶつ,1. Nenbutsu$
13689,朽ちる,くちる,1. to rot; to decay$2. to die in obscurity$3. to be forgotten with time$
13690,殲滅,せんめつ,1. extermination; annihilation$
13691,遺骨,いこつ,1. cremated remains (esp. the bones); ashes$2. remains (of war dead)$
13692,福澤,ふくざわ,1. Fukuzawa$
13693,総集編,そうしゅうへん,1. highlights; summary; compilation$2. Compilation movie$
13694,華やか,はなやか,1. showy; brilliant; gorgeous; florid; gay$
13695,桶,おけ,1. bucket; pail; tub$
13696,桶,おけ,1. Oke$
13697,凍る,こおる,1. to freeze; to be frozen over; to congeal$
13698,刑罰,けいばつ,1. judgement; judgment; penalty; punishment$2. Punishment$
13699,大黒,だいこく,1. god of wealth$2. monk's wife$
13700,大黒,おおくろ,1. Ookuro$
13701,極秘,ごくひ,1. absolute secrecy$
13702,論じる,ろんじる,1. to discuss; to talk about; to deal with (a topic)$2. to argue; to dispute$3. to take into consideration; to make an issue of$
13703,音域,おんいき,1. singing range; register$2. Range (music)$
13704,ウインド,ウインド,1. wind$
13705,出所,しゅっしょ,1. origin; source; authority$2. birthplace$3. release (discharge) from prison$4. exit; point of departure$5. time to take action$
13706,均等,きんとう,1. equality; uniformity; evenness$
13707,侵食,しんしょく,1. encroachment$2. erosion; corrosion$3. Erosion$
13708,ポッド,ポド,1. pod$
13709,ポリス,ポリス,1. police$2. polis (ancient Greek city state)$3. -city$4. Polis$
13710,電線,でんせん,1. electric line; electric cable; power cable$2. telephone line; telegraph wire$3. Cable$
13711,細工,さいく,1. work; workmanship; craftsmanship; handiwork$2. artifice; trick; device; tampering; doctoring$
13712,下方,かほう,1. lower region; lower part$
13713,丸子,まるこ,1. Maruko$
13714,京畿,けいき,1. territories in the vicinity of Kyoto$2. territories in the vicinity of the imperial palace$
13715,嘱託,しょくたく,1. commission; entrusting with (work)$2. part-time employee; temporary work$
13716,後見,こうけん,1. guardianship; guardian$2. (theatrical) assistant; prompter$
13717,好ましい,このましい,1. nice; likeable; desirable$
13718,川端,かわばた,1. riverbank$
13719,川端,かわばた,1. Kawabata$
13720,ラッキー,ラキ,1. lucky$2. Lucky$
13721,刷る,する,1. to print$2. to color or pattern fabric using a wooden mold$
13722,アマゾン,アマゾン,1. the Amazon river$2. Amazon (woman of Greek mythology)$3. Amazon$4. Amazon$
13723,破裂,はれつ,1. explosion; rupture; break off$
13724,税務,ぜいむ,1. taxation business$
13725,海浜,かいひん,1. seashore; seaside; beach$
13726,離島,りとう,1. isolated island; outlying island$2. leaving an island$
13727,利子,りし,"1. interest (on a loan, deposit, etc.)$2. Interest$"
13728,利子,りし,1. Rishi$
13729,前記,ぜんき,1. aforesaid; above-mentioned; said; above$
13730,勲一等,くんいっとう,1. order of the 1st class$
13731,歌集,かしゅう,1. anthology; book of poetry$
13732,引き連れる,ひきつれる,1. to take someone along; to be accompanied (by)$
13733,強襲,きょうしゅう,1. assault; violent attack$
13734,明応,めいおう,1. Meiō era (1492.7.19-1501.2.29)$2. Meiō$
13735,楓,かえで,1. maple (tree) (Acer spp.)$2. Kaede$
13736,楓,ふう,1. Formosan sweetgum (Liquidambar formosana)$2. Liquidambar formosana$
13737,楓,かえで,1. Kaede$
13738,榊原,さかきばら,1. Sakakibara$
13739,妄想,もうそう,1. wild idea; delusion$2. Delusion$
13740,エアバス,エアバス,1. airbus (short-haul passenger aircraft)$2. Airbus$3. Airbus$
13741,大理石,だいりせき,1. marble$2. Marble$
13742,机,つくえ,1. desk$2. Desk$
13743,机,つくえ,1. Tsukue$
13744,武雄,たけお,1. Takeo$
13745,合奏,がっそう,"1. ensemble (e.g. orchestra, chamber group, etc.); concert$"
13746,霊場,れいじょう,1. sacred ground$
13747,裕子,ゆうこ,1. Yuuko$
13748,裾,すそ,1. hem; (trouser) cuff; shirttail; bottom (of a kimono); train (of a dress)$2. bottom part; bottom edge$3. foot (of a mountain)$4. tips (of hair)$5. downstream$
13749,賛美,さんび,1. praise; glorification; extolment$
13750,賛美,さんび,1. Sanbi$
13751,足跡,あしあと,1. footprints$2. record of page visitors (e.g. in social networking sites)$3. Footprint$
13752,巡業,じゅんぎょう,1. provincial tour$
13753,アクセサリー,アクセサリ,1. accessory$2. Accessory$
13754,ペンギン,ペンギン,1. penguin$2. Penguin$
13755,メビウス,メビウス,1. Moebius$2. Moebius$
13756,格段,かくだん,1. dramatic (improvement); remarkable (difference); marked; noticeable$2. (far) better; exceptional$
13757,決行,けっこう,1. doing (with resolve); carrying out (e.g. a plan)$
13758,飼料,しりょう,1. fodder; feed$2. Fodder$
13759,突き出す,つきだす,1. to push out; to project; to stick out$2. to hand over (e.g. to the police)$
13760,随行,ずいこう,1. attendant; follower$
13761,随行,ずいこう,1. Zuikou$
13762,短命,たんめい,1. short life; short lived$
13763,服用,ふくよう,1. taking medicine; dosing$
13764,嫌悪,けんお,1. disgust; hate; repugnance; loathing$2. Disgust$
13765,埴輪,はにわ,1. haniwa; hollow unglazed terracotta figure from the Kofun period$2. Haniwa$
13766,リバイバル,リバイバル,1. revival$2. Revival$
13767,蘇,蘇門答剌スマトラ,1. Sumatra$2. Sumatra (Indonesia)$
13768,フェルト,フルト,1. felt$2. Felt$
13769,ユニバーシアード,ユニバシアド,1. Universiade; international multi-sport event for university athletes$2. Universiade$
13770,小谷,おたに,1. Otani$
13771,帝都,ていと,1. imperial capital$
13772,帝都,ていと,1. Teito$
13773,恋う,こう,1. to love$
13774,抗戦,こうせん,1. resistance$
13775,エタノール,エタノル,1. ethanol$2. Ethanol$
13776,睦,むつみ,1. Mutsumi$
13777,蒙古,もうこ,1. Mongolia$2. Mongolia$
13778,木更津,きさらづ,1. Kisaradzu$
13779,冗談,じょうだん,1. jest; joke; funny story$
13780,吉宗,よしむね,1. Yoshimune$
13781,毎分,まいふん,1. every minute; per minute$
13782,クロスオーバー,クロスバ,1. crossover$2. Crossover$
13783,ソード,ソド,1. sword$2. Soddu$
13784,ダイビング,ダイビング,1. diving$2. Dive$
13785,連日,れんじつ,1. day after day; every day$
13786,納税,のうぜい,1. payment of taxes$
13787,高尾,たかお,1. Takao$
13788,シークレット,シクレト,1. secret$
13789,名手,めいしゅ,"1. master; expert$2. expert board game player (chess, go, shogi, etc.)$"
13790,チャット,チャト,1. (Internet) chat$2. Online chat$
13791,ハント,ハント,1. hunt$
13792,高瀬,たかせ,1. shallow river; shallows$2. flatboat; river boat$
13793,高瀬,たかせ,1. Takase$
13794,誘発,ゆうはつ,1. inducing; causing; triggering; giving rise to$
13795,牛肉,ぎゅうにく,1. beef$2. Beef$
13796,税制,ぜいせい,1. tax system$
13797,序曲,じょきょく,1. overture; prelude$2. Overture$
13798,失望,しつぼう,1. disappointment; despair$
13799,川本,かわもと,1. Kawamoto$
13800,レギュレーション,レギュレション,1. regulation$
13801,秋元,あきもと,1. Akimoto$
13802,迷惑,めいわく,1. trouble; bother; annoyance; nuisance; inconvenience$2. to be troubled (by); to be bothered (by); to be inconvenienced (by)$
13803,聖公会,せいこうかい,1. Anglican or Episcopal Church$2. Anglicanism$
13804,駆ける,かける,"1. to run (race, esp. horse); to dash$2. to gallop (one's horse); to canter$3. to advance (against one's enemy)$"
13805,塩田,えんでん,1. saltpan; field for drying salt$2. Salt evaporation pond$
